,Unnamed: 0,Application_ID,Python (out of 3),R Programming (out of 3),Deep Learning (out of 3),PHP (out of 3),MySQL (out of 3),HTML (out of 3),CSS (out of 3),JavaScript (out of 3),AJAX (out of 3),Bootstrap (out of 3),MongoDB (out of 3),Node.js (out of 3),ReactJS (out of 3),Other skills
172,172,ML0173,1,0,0,1,0,1,1,1,0,0,0,0,0,"C++ Programming, Java, Adobe XD, Data Science, Python"
173,173,ML0174,0,0,0,1,1,1,1,0,0,0,0,0,0,"Algorithms, Data Structures, Java, Artifical Intelligence, Machine Learning, Neural Networks"
174,174,ML0175,0,0,0,0,0,2,2,0,0,0,0,0,0,"Data Analytics, Machine Learning"
175,175,ML0176,2,2,3,1,0,1,1,1,0,0,0,0,0,"Deep Learning, Machine Learning, OpenCV, C++ Programming, Computer Vision, Java, MySQL, Natural Language Processing (NLP), Python, R Programming, Statistical Modeling, BIG DATA ANALYTICS, C Programming"
176,176,ML0177,2,0,2,0,0,1,1,1,0,0,0,0,0,"Deep Learning, Machine Learning, Python, Data Analytics, Natural Language Processing (NLP)"
177,177,ML0178,2,2,2,0,0,2,2,0,0,2,0,0,0,"MS-Excel, MS-Office, MS-Word, Deep Learning, GNU Octave, MATLAB, Machine Learning, Neural Networks, Python, R Programming, Java, SQL"
178,178,ML0179,2,0,2,0,2,2,2,1,0,2,0,0,0,"Data Analytics, Machine Learning, Artifical Intelligence, Deep Learning, Natural Language Processing (NLP), Python, Computer Vision, Image Processing"
179,179,ML0180,2,2,2,0,0,0,0,0,0,0,0,0,0,"C++ Programming, Hadoop, Machine Learning, BIG DATA ANALYTICS, Deep Learning, MS-Excel, Neural Networks, Python, R Programming, SAS"
180,180,ML0181,2,0,0,1,2,1,2,0,0,2,0,0,0,"Data Analytics, English Proficiency (Spoken), MS-Excel, Machine Learning, Python"
181,181,ML0182,2,0,1,2,0,2,2,2,0,0,0,0,0,"C Programming, Data Analytics, Machine Learning, Python, Deep Learning, Java, Natural Language Processing (NLP), SQL"
182,182,ML0183,2,2,2,2,3,3,2,2,0,2,0,2,0,"JavaScript, SQL, C Programming, CSS, Data Analytics, Data Structures, Database Management System (DBMS), Deep Learning, HTML, Image Processing, Java, MS-Excel, Machine Learning, Natural Language Processing (NLP), Node.js, PHP, Power BI, Python, R Programming, User Interface (UI) Development"
183,183,ML0184,0,2,0,0,0,0,0,0,0,0,0,0,0,"Machine Learning, R Programming"
184,184,ML0185,2,2,0,0,0,0,0,0,0,0,0,0,0,"C Programming, C++ Programming, Data Analytics, MS-Excel, Machine Learning, Python, R Programming, SQL"
185,185,ML0186,1,0,0,3,0,3,2,3,0,0,0,0,0,"MySQL, Java, SQL, Data Analytics, MS-Excel, Machine Learning, Python"
186,186,ML0187,2,0,2,0,0,2,0,2,0,0,0,0,0,"CSS, HTML, Arduino, Bootstrap, C Programming, Deep Learning, GitHub, Java, Machine Learning, Python, User Interface (UI) Development, Algorithms, Android, JavaScript"
187,187,ML0188,3,0,0,0,0,0,0,0,0,0,0,0,0,"C++ Programming, Python, CSS, HTML, Java, JavaScript, SQL"
188,188,ML0189,2,0,0,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Python"
189,189,ML0190,2,1,2,0,0,0,0,0,0,0,0,0,0,"Deep Learning, Machine Learning, Neural Networks, PostgreSQL, Python, Flask, MATLAB, MongoDB, R Programming"
190,190,ML0191,2,0,0,2,2,2,2,2,0,2,0,0,0,"CSS, HTML, MS-Excel, MS-PowerPoint, PHP, Python, SPSS, SQL, WordPress, Machine Learning"
191,191,ML0192,2,0,2,0,0,2,0,0,0,0,0,0,0,"C Programming, C++ Programming, Computer Vision, Data Analytics, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, Statistical Modeling"
192,192,ML0193,2,2,0,2,0,2,2,1,0,0,0,0,0,"MS-Excel, Python, R Programming"
193,193,ML0194,0,0,0,0,0,2,2,1,0,0,0,0,0,0
194,194,ML0195,2,0,1,0,0,0,0,0,0,0,0,0,0,"Data Analytics, MS-Office, MS-Excel, Machine Learning, Neural Networks, Python, Statistical Modeling, Adobe Photoshop, Deep Learning, SQL"
195,195,ML0196,2,0,0,2,0,2,2,3,0,0,0,0,0,"Android, C++ Programming, Java, Python, Machine Learning, Natural Language Processing (NLP), SQL"
196,196,ML0197,1,0,0,1,0,1,1,1,0,0,0,0,0,"Data Analytics, HTML, MS-Excel, MS-PowerPoint, MS-Word, Database Management System (DBMS), Mathematics, MySQL, PHP, REST API, Software Testing, Python, Statistical Modeling"
197,197,ML0198,3,0,2,1,1,1,1,0,0,0,0,0,0,"Python, Tableau, Deep Learning, Machine Learning"
198,198,ML0199,1,1,0,0,0,2,2,0,0,0,0,0,0,"Machine Learning, Microsoft Azure, Python, R Programming"
199,199,ML0200,2,0,0,1,0,1,1,1,0,0,0,0,0,"Data Analytics, English Proficiency (Spoken), ANSYS, C Programming, MS-Excel, Machine Learning, Python, SQL, Statistical Modeling"
200,200,ML0201,0,0,0,0,0,1,1,1,0,0,0,0,0,"CSS, HTML, REST API, AJAX, ASP.NET, Angular 2.0, C#, GitHub, JavaScript, jQuery, Artifical Intelligence, Machine Learning"
201,201,ML0202,2,0,1,0,0,2,2,0,0,2,0,0,0,"Data Analytics, MS-PowerPoint, MS-Word, Machine Learning, Statistical Modeling, Algorithms, Data Structures, Database Management System (DBMS), MS-Excel, MySQL, Python, SQL, Deep Learning, Power BI"
202,202,ML0203,0,0,0,0,2,2,2,1,0,2,0,0,0,Software Testing
203,203,ML0204,3,2,1,0,0,0,0,0,0,0,0,0,0,"MS-Excel, MS-Office, Python, C Programming, C++ Programming, CSS, Data Analytics, Database Management System (DBMS), Email Marketing, HTML, Java, MS-PowerPoint, MS-Word, Machine Learning, MySQL, R Programming, SQL, Artifical Intelligence, Deep Learning, Neural Networks, WordPress"
204,204,ML0205,2,0,0,1,2,1,2,0,0,2,0,0,0,"English Proficiency (Spoken), MS-Excel, Python, Data Analytics, Machine Learning"
205,205,ML0206,2,0,2,2,0,2,2,2,0,0,0,0,0,"Algorithms, C Programming, Data Structures, Database Management System (DBMS), Deep Learning, Python, Android"
206,206,ML0207,2,0,0,2,3,3,2,2,0,2,0,2,0,"Computer Vision, Image Processing, OpenCV, Python, Machine Learning"
207,207,ML0208,1,0,0,0,0,0,0,0,0,0,0,0,0,"Android, Bootstrap, C++ Programming, CSS, HTML, Java, Angular 2.0, Firebase, JavaScript, Python"
208,208,ML0209,2,0,0,0,0,0,0,0,0,0,0,0,0,"HTML, Java, Python"
209,209,ML0210,2,0,0,3,0,3,2,3,0,0,0,0,0,"C++ Programming, Data Structures, Python, SQL, Java"
210,210,ML0211,0,0,0,0,0,2,0,2,0,0,0,0,0,"English Proficiency (Spoken), MS-Office, .NET, Digital Marketing, SAP"
211,211,ML0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,212,ML0213,2,0,0,0,0,0,0,0,0,0,0,0,0,"English Proficiency (Spoken), MS-Excel, Machine Learning, Python, Data Analytics, SQL"
213,213,ML0214,2,0,0,0,0,0,0,0,0,0,0,0,0,"Flask, MS-Excel, Machine Learning, Python, CSS, Data Analytics, GitHub, HTML, MongoDB, MySQL, SQL"
214,214,ML0215,2,0,2,2,2,2,2,2,0,2,0,0,0,"Deep Learning, MS-Excel, Machine Learning, Python, Statistical Modeling"
215,215,ML0216,2,2,2,0,0,2,0,0,0,0,0,0,0,"AutoCAD, MS-Excel, Deep Learning, Machine Learning, MySQL, Python, R Programming, SolidWorks, Statistical Modeling"
216,216,ML0217,1,0,0,2,0,2,2,1,0,0,0,0,0,"MS-Excel, HTML, Python, SQL"
217,217,ML0218,2,2,0,0,0,2,2,1,0,0,0,0,0,"Data Analytics, Machine Learning, Natural Language Processing (NLP), Python, R Programming, SQL, Statistical Modeling, Computer Vision"
218,218,ML0219,3,2,2,0,0,0,0,0,0,0,0,0,0,"Data Analytics, Machine Learning, Python, C Programming, C++ Programming, Database Management System (DBMS), Deep Learning, MS-Excel, MySQL, Natural Language Processing (NLP), Neural Networks, R Programming, Statistical Modeling"
219,219,ML0220,2,2,0,2,0,2,2,3,0,0,0,0,0,"Computer Vision, Data Analytics, Image Processing, Machine Learning, Mathematics, MongoDB, Natural Language Processing (NLP), Python, R Programming, Statistical Modeling, Cloud Computing, Hadoop, MySQL"
220,220,ML0221,2,2,0,2,0,2,3,2,0,2,0,0,0,"CSS, Bootstrap, C Programming, Data Structures, Database Management System (DBMS), Django, HTML, Java, JavaScript, PHP, Python, Machine Learning"
221,221,ML0222,0,0,0,2,2,2,2,2,0,0,0,0,0,"Adobe Photoshop, C Programming, C++ Programming, CSS, HTML, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Microsoft Visual Studio, MySQL, PHP, SQL, Shell Scripting, Computer Networking, Data Structures, Database Management System (DBMS), Flutter, Java, Linux, MS SQL Server, Perl, WordPress"
222,222,ML0223,3,0,1,2,2,2,0,2,0,0,0,0,0,"C Programming, C++ Programming, Data Analytics, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), Photography, Python, Algorithms, Angular 7.0, Data Structures, Database Management System (DBMS), HTML, JavaScript, MATLAB, Machine Learning, MySQL, SQL, Computer Vision, OpenCV"
223,223,ML0224,2,0,2,1,0,2,0,0,0,0,0,0,0,"Telugu Proficiency (Written), WordPress, Android, AutoCAD, C Programming, Computer Networking, Database Management System (DBMS), HTML, Python, Social Media Marketing, Windows Mobile Application Development, Amazon Web Services (AWS), Java"
224,224,ML0225,2,0,0,2,0,2,1,1,0,0,2,2,2,"Arduino, C Programming, C++ Programming, Firebase, HTML, MongoDB, Node.js, Python, ReactJS, Redux, jQuery, CSS, Django, JavaScript"
225,225,ML0226,3,0,0,1,0,3,2,1,0,0,0,0,0,"C Programming, C++ Programming, HTML, Java, Python, ASP.NET, CSS, SQL, JavaScript, PHP"
226,226,ML0227,0,0,0,0,0,0,0,0,0,0,0,0,0,"Java, Android, C++ Programming"
227,227,ML0228,0,1,0,0,0,2,0,0,0,0,0,0,0,"Android, C Programming, HTML, Java, User Interface (UI) Development"
228,228,ML0229,0,0,0,0,0,2,2,0,0,0,0,0,0,"Android, CSS, HTML, Java"
229,229,ML0230,0,0,2,0,0,2,2,2,0,0,0,0,2,"MS-Word, C Programming, CSS, Embedded Systems, HTML, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, ReactJS"
230,230,ML0231,2,0,0,0,0,0,0,0,0,0,0,0,0,"C Programming, Java, Python, Android"
231,231,ML0232,2,0,2,1,0,2,0,0,0,0,0,0,0,"Android, HTML, Java, Python, PHP"
232,232,ML0233,2,2,1,1,0,2,2,1,0,0,0,0,0,"C Programming, C++ Programming, CSS, HTML, Python, Artifical Intelligence, Java, JavaScript, Machine Learning, PHP"
233,233,ML0234,2,2,0,2,1,0,0,0,0,0,0,0,0,"C Programming, C++ Programming, Java, PHP, Python, MySQL, NoSQL"
234,234,ML0235,1,0,0,0,0,0,0,0,0,0,0,0,0,"C Programming, Android, Java, Python"
235,235,ML0236,2,0,0,0,2,2,2,1,1,1,0,0,0,"SQL, Search Engine Optimization (SEO), UI & UX Design, User Interface (UI) Development, Visual Basic (VB), Adobe Dreamweaver, Amazon Web Services (AWS), C#.NET, CSS, Creative Writing, Eclipse (IDE), English Proficiency (Spoken), English Proficiency (Written), HTML, Hindi Proficiency (Written), JSP, MS SQL Server, MS-Excel, MS-Office, Magento, MySQL, Python, Servlets, Teaching, WordPress, AJAX, ASP.NET, Android, AngularJS, Bootstrap, C++ Programming, Data Structures, Django, Java, JavaScript, Machine Learning, NoSQL, SQLite, XML, jQuery"
236,236,ML0237,0,0,0,2,0,2,2,0,0,0,0,0,0,".NET, Android, C Programming, C#, CSS, HTML, PHP, Java"
237,237,ML0238,1,0,0,0,0,2,2,1,0,0,0,0,0,"C Programming, Android, Angular 7.0, C++ Programming, CSS, HTML, J2EE, Java, SQL, Django, JavaScript, Python"
238,238,ML0239,2,0,0,0,0,2,1,0,0,0,0,0,0,"C Programming, HTML, MS-Office, MS-PowerPoint, Python, CSS, Django"
239,239,ML0240,0,0,0,2,2,2,2,2,0,0,0,0,1,"CSS, HTML, JavaScript, Manual Testing, MySQL, PHP, Software Testing, ReactJS"
240,240,ML0241,1,0,0,2,2,3,3,2,0,2,2,2,0,"CSS, HTML, Amazon Web Services (AWS), Android, AngularJS, Bootstrap, C Programming, C++ Programming, GitHub, Internet of Things (IoT), Java, JavaScript, Linux, MS-Excel, Manual Testing, MongoDB, MySQL, NoSQL, Node.js, PHP, SQLite, Software Testing, UI & UX Design, Unix, Machine Learning, Python, jQuery"
241,241,ML0242,1,1,0,0,0,0,0,0,0,0,0,0,0,"Android, C Programming, C++ Programming, Java, MS-Office, MS-PowerPoint, Python"
242,242,ML0243,0,0,0,0,0,2,2,0,0,0,0,0,0,"C Programming, CSS, Database Management System (DBMS), HTML, Java, SQL, XML"
243,243,ML0244,1,0,2,0,0,0,0,0,0,0,0,0,0,"Android, Python"
244,244,ML0245,2,0,0,0,2,0,2,2,0,0,0,0,0,"Amazon Web Services (AWS), C Programming, CSS, Data Structures, Database Management System (DBMS), Java, JavaScript, MySQL, Python, Computer Networking, Data Analytics, Linux, R Programming, SAP"
245,245,ML0246,0,0,0,0,0,2,0,0,0,0,0,0,0,"HTML, Java"
246,246,ML0247,2,0,0,0,0,2,2,1,0,0,0,0,0,"CSS, HTML, Python, SQL, JavaScript"
247,247,ML0248,0,0,2,0,0,0,0,0,0,0,0,0,0,"Android, Java"
248,248,ML0249,1,1,0,2,0,2,1,2,0,0,0,0,0,"C Programming, C++ Programming, HTML, Java, JavaScript, PHP, Android, CSS, Django, Python, R Programming"
249,249,ML0250,0,2,2,2,0,2,2,0,0,0,0,0,0,"Android, CSS, HTML, Java, PHP"
250,250,ML0251,1,2,0,0,0,2,2,0,0,0,0,0,0,"Algorithms, C Programming, C++ Programming, Data Structures, Android, CSS, Flask, HTML, Java, MATLAB, Python"
251,251,ML0252,0,0,0,1,0,1,1,1,0,0,0,0,0,"C Programming, CSS, HTML, JavaScript, PHP"
252,252,ML0253,0,0,0,0,0,1,1,1,0,0,0,0,0,"Android, CSS, HTML, Java, JavaScript"
253,253,ML0254,0,2,2,0,0,2,2,0,0,2,0,0,0,"Bootstrap, CSS, HTML, Angular 7.0"
254,254,ML0255,2,3,3,0,2,2,2,1,0,2,0,0,0,"Arduino, Bootstrap, CSS, HTML, MySQL, Python, C Programming, Django, JavaScript, jQuery"
255,255,ML0256,0,0,0,0,0,0,0,0,0,0,0,0,0,"Digital Marketing, Video Editing, Adobe Photoshop, Android, Machine Learning"
256,256,ML0257,0,0,0,1,2,1,2,0,0,2,0,0,0,"Bootstrap, CSS, Java, MS-Office, MySQL, C++ Programming, HTML, PHP"
257,257,ML0258,0,0,2,2,0,2,2,2,0,0,0,0,0,"Adobe Photoshop, C Programming, C++ Programming, CSS, Computer Networking, Data Structures, Database Management System (DBMS), HTML, Java, JavaScript, Linux, MS SQL Server, MS-Office, MS-PowerPoint, MS-Word, Microsoft Visual Studio, PHP, SQL, Swing (Java), Visual Basic (VB), Perl"
258,258,ML0259,2,0,0,2,3,3,2,2,0,2,0,2,0,"C Programming, C++ Programming, HTML, MySQL, .NET, Bootstrap, CSS, Data Structures, Java, JavaScript, Node.js, PHP, Python, Visual Basic (VB)"
259,259,ML0260,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adobe Photoshop, Android, Java, MS-Office, 3ds Max"
260,260,ML0261,0,1,1,0,0,0,0,0,0,0,0,0,0,".NET, C++ Programming, Embedded Systems, Java, Raspberry Pi, VHDL"
261,261,ML0262,2,0,0,3,0,3,2,3,0,0,0,0,0,"Algorithms, C Programming, Data Structures, Database Management System (DBMS), HTML, Java, JavaScript, PHP, SQL, CSS, Linux, Python, jQuery"
262,262,ML0263,0,2,0,0,0,2,0,2,0,0,0,0,0,"HTML, Java, JavaScript, ASP.NET, Android, C#.NET"
263,263,ML0264,2,2,0,0,0,0,0,0,0,0,0,0,0,"Java, Python"
264,264,ML0265,1,0,0,0,0,0,0,0,0,0,0,0,0,"C Programming, Java, Python"
265,265,ML0266,0,0,2,0,0,0,0,0,0,0,0,0,0,0
266,266,ML0267,1,0,0,2,2,2,2,2,0,2,0,0,0,"Android, Bootstrap, C Programming, CSS, Database Management System (DBMS), HTML, Java, JavaScript, Linux, MS-Office, MySQL, PHP, React Native, SQL, C++ Programming, GitHub, LARAVEL, MATLAB, Python"
267,267,ML0268,2,0,2,0,0,2,0,0,0,0,0,0,0,"Database Management System (DBMS), HTML, Python, SQL"
268,268,ML0269,2,0,0,2,0,2,2,1,0,0,0,0,0,"CSS, Cloud Computing, HTML, PHP, Python, Android, JavaScript"
269,269,ML0270,1,0,0,0,0,2,2,1,0,0,0,0,0,"CSS, HTML, JavaScript, Python"
270,270,ML0271,2,0,0,0,0,0,0,0,0,0,0,0,0,"Android, C Programming, C++ Programming, Python, User Interface (UI) Development"
271,271,ML0272,2,0,0,2,0,2,2,3,0,0,0,0,0,"C Programming, C++ Programming, JavaScript, CSS, HTML, Java, PHP, Python"
272,272,ML0273,0,0,2,2,0,2,2,0,0,0,0,0,0,".NET, Android, C Programming, C++ Programming, CSS, Data Structures, HTML, Java, PHP, Model View Controller(MVC)"
273,273,ML0274,0,0,0,0,0,2,0,0,0,0,0,0,0,"Data Structures, Eclipse (IDE), Java, Algorithms, C Programming, C++ Programming, HTML, MS-Office, SQL, Swing (Java)"
274,274,ML0275,0,2,0,2,0,2,2,0,0,0,0,0,0,"Data Structures, Android, C Programming, C++ Programming, CSS, HTML, Java, Model View Controller(MVC), PHP, .NET, ASP.NET"
275,275,ML0276,0,2,2,0,0,0,0,0,0,0,0,0,0,"Android, Java"
276,276,ML0277,0,0,0,0,0,2,0,0,0,0,0,0,0,"Android, C Programming, C++ Programming, HTML, Java"
277,277,ML0278,1,0,0,2,0,3,2,0,0,0,0,0,0,"HTML, Android, C Programming, C++ Programming, CSS, Java, PHP, Python"
278,278,ML0279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279,ML0280,3,1,0,3,0,2,2,0,0,3,0,0,0,"Bootstrap, PHP, Python, CSS, HTML, Java"
280,280,ML0281,0,0,3,0,0,0,0,0,0,0,0,0,0,0
281,281,ML0282,0,0,0,0,0,0,0,2,0,0,0,0,0,"Android, JavaScript, Java"
282,282,ML0283,0,2,0,0,0,0,0,0,0,0,0,0,0,"Arduino, C++ Programming"
283,283,ML0284,0,2,0,0,0,0,0,0,0,0,0,0,0,"C Programming, Adobe Creative Suite, Android, C++ Programming, Dart, Flutter, Java"
284,284,ML0285,1,2,0,0,0,2,0,0,0,0,0,0,0,"C Programming, C++ Programming, Data Structures, HTML, Java, SQL, Android, C#, Python"
285,285,ML0286,2,0,0,0,0,3,3,2,0,3,0,0,0,"Bootstrap, CSS, HTML, AngularJS, ElectronJS, JavaScript, Python, jQuery"
286,286,ML0287,0,0,0,2,3,3,3,3,0,0,0,0,0,"CSS, HTML, Java, JavaScript, MySQL, Algorithms, Android, C Programming, C++ Programming, Data Structures, PHP"
287,287,ML0288,0,2,0,1,0,0,0,0,0,0,0,0,0,"English Proficiency (Written), C Programming, C++ Programming, Embedded Systems, English Proficiency (Spoken), Java, PHP"
288,288,ML0289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,289,ML0290,0,0,0,0,0,0,0,0,0,0,0,0,0,"C Programming, Data Structures, Java"
290,290,ML0291,0,0,0,0,2,3,0,2,0,0,0,0,0,"C Programming, Cloud Computing, HTML, SQL, Algorithms, Android, C++ Programming, Java, JavaScript, MySQL"
291,291,ML0292,0,2,0,2,2,2,2,2,0,0,0,0,0,"C Programming, C++ Programming, CSS, Data Structures, HTML, Hibernate (Java), Java, JavaScript, MySQL, PHP, Spring MVC"
292,292,ML0293,2,2,0,0,0,1,1,1,0,0,0,0,0,"Bengali Proficiency (Spoken), Bengali Proficiency (Written), Hindi Proficiency (Spoken), C Programming, C#.NET, C++ Programming, Data Structures, Java, Python, SQL, Android, CSS, Data Analytics, Database Management System (DBMS), HTML, Internet of Things (IoT), JavaScript, Machine Learning"
293,293,ML0294,0,0,0,0,0,2,2,2,0,0,0,0,2,"MS-Word, C Programming, CSS, Embedded Systems, HTML, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, ReactJS"
294,294,ML0295,2,0,1,0,0,0,0,0,0,0,0,0,0,"Embedded Systems, C Programming, Internet of Things (IoT), Python, Java"
295,295,ML0296,0,0,0,2,0,2,2,0,0,0,0,0,0,".NET, Android, C Programming, C++ Programming, CSS, Data Structures, HTML, Java, PHP, Model View Controller(MVC)"
296,296,ML0297,0,3,3,0,0,2,0,0,0,0,0,0,0,"Data Structures, Eclipse (IDE), Java, Algorithms, C Programming, C++ Programming, HTML, MS-Office, SQL, Swing (Java)"
297,297,ML0298,0,0,0,2,0,2,2,0,0,0,0,0,0,"Data Structures, Android, C Programming, C++ Programming, CSS, HTML, Java, Model View Controller(MVC), PHP, .NET, ASP.NET"
298,298,ML0299,0,1,0,0,0,0,0,0,0,0,0,0,0,"Android, Java"
299,299,ML0300,0,0,0,0,0,2,0,0,0,0,0,0,0,"Android, C Programming, C++ Programming, HTML, Java"
300,300,ML0301,1,2,0,2,0,3,2,0,0,0,0,0,0,"HTML, Android, C Programming, C++ Programming, CSS, Java, PHP, Python"
301,301,ML0302,0,2,0,0,0,0,0,0,0,0,0,0,0,0
302,302,ML0303,3,0,2,3,0,2,2,0,0,3,0,0,0,"Bootstrap, PHP, Python, CSS, HTML, Java"
303,303,ML0304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,304,ML0305,0,2,0,0,0,0,0,2,0,0,0,0,0,"Android, JavaScript, Java"
305,305,ML0306,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arduino, C++ Programming"
306,306,ML0307,0,0,1,0,0,0,0,0,0,0,0,0,0,"C Programming, Adobe Creative Suite, Android, C++ Programming, Dart, Flutter, Java"
307,307,ML0308,1,0,2,0,0,2,0,0,0,0,0,0,0,"C Programming, C++ Programming, Data Structures, HTML, Java, SQL, Android, C#, Python"
308,308,ML0309,2,0,0,0,0,3,3,2,0,3,0,0,0,"Bootstrap, CSS, HTML, AngularJS, ElectronJS, JavaScript, Python, jQuery"
309,309,ML0310,0,0,0,2,3,3,3,3,0,0,0,0,0,"CSS, HTML, Java, JavaScript, MySQL, Algorithms, Android, C Programming, C++ Programming, Data Structures, PHP"
310,310,ML0311,0,2,2,1,0,0,0,0,0,0,0,0,0,"English Proficiency (Written), C Programming, C++ Programming, Embedded Systems, English Proficiency (Spoken), Java, PHP"
311,311,ML0312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,312,ML0313,0,0,0,0,0,0,0,0,0,0,0,0,0,"C Programming, Data Structures, Java"
313,313,ML0314,0,1,2,0,2,3,0,2,0,0,0,0,0,"C Programming, Cloud Computing, HTML, SQL, Algorithms, Android, C++ Programming, Java, JavaScript, MySQL"
314,314,ML0315,0,0,0,2,2,2,2,2,0,0,0,0,0,"C Programming, C++ Programming, CSS, Data Structures, HTML, Hibernate (Java), Java, JavaScript, MySQL, PHP, Spring MVC"
315,315,ML0316,2,2,0,0,0,1,1,1,0,0,0,0,0,"Bengali Proficiency (Spoken), Bengali Proficiency (Written), Hindi Proficiency (Spoken), C Programming, C#.NET, C++ Programming, Data Structures, Java, Python, SQL, Android, CSS, Data Analytics, Database Management System (DBMS), HTML, Internet of Things (IoT), JavaScript, Machine Learning"
316,316,ML0317,0,2,0,0,0,2,2,2,0,0,0,0,2,"MS-Word, C Programming, CSS, Embedded Systems, HTML, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, ReactJS"
317,317,ML0318,2,2,0,0,0,0,0,0,0,0,0,0,0,"Embedded Systems, C Programming, Internet of Things (IoT), Python, Java"
318,318,ML0319,0,0,0,1,0,2,2,2,0,0,0,0,1,"CSS, HTML, JavaScript, PHP"
319,319,ML0320,2,0,0,0,2,3,3,3,0,0,0,0,2,"CSS, Data Structures, HTML, JavaScript, AngularJS, C#, MySQL, Python, SQL"
320,320,ML0321,1,2,0,0,0,2,2,1,0,0,0,0,1,"C Programming, Android, Angular 7.0, C++ Programming, CSS, HTML, J2EE, Java, SQL, Django, JavaScript, Python"
321,321,ML0322,0,2,0,0,0,2,2,2,0,0,0,0,1,".NET, ASP.NET, Adobe Photoshop, C#, C++ Programming, CSS, HTML, Java, JavaScript, MS-Office, Visual Basic (VB)"
322,322,ML0323,3,0,0,0,0,2,0,2,0,0,0,0,2,"Linux, Python, C Programming, C++ Programming, English Proficiency (Spoken), English Proficiency (Written), HTML, Hindi Proficiency (Spoken), Hindi Proficiency (Written), Internet of Things (IoT), Java, JavaScript, Punjabi Proficiency (Spoken), Punjabi Proficiency (Written)"
323,323,ML0324,2,2,0,0,1,0,0,0,0,0,0,0,1,"Python, MySQL"
324,324,ML0325,0,0,0,0,1,1,0,0,0,0,0,0,2,"Android, C#, C++ Programming, HTML, Java, MySQL, XML"
325,325,ML0326,3,0,0,0,0,0,0,0,0,0,0,0,1,"C Programming, C++ Programming, Python, Algorithms, Data Structures, Java"
326,326,ML0327,2,0,0,0,0,0,0,0,0,0,0,0,1,"MS-Excel, Power BI, Python, BIG DATA ANALYTICS, Deep Learning, Machine Learning, SQL"
327,327,ML0328,2,0,0,2,0,3,2,2,0,0,0,0,0,"C Programming, Data Structures, HTML, C++ Programming, CSS, Java, JavaScript, PHP, Python, Database Management System (DBMS)"
328,328,ML0329,2,0,1,0,0,2,2,1,0,0,0,0,0,"CSS, HTML, Python, SQL, JavaScript"
329,329,ML0330,0,0,0,0,0,2,0,0,0,0,0,0,0,"Adobe XD, C Programming, C++ Programming, Java, HTML, UI & UX Design, Wireframing"
330,330,ML0331,3,0,0,0,0,3,2,2,0,0,0,0,0,"English Proficiency (Spoken), HTML, MS-Office, MS-PowerPoint, Python, Adobe Photoshop, Adobe Premiere Pro, C Programming, CSS, Data Structures, JavaScript, Search Engine Marketing (SEM), Software Testing"
331,331,ML0332,0,2,0,1,0,1,1,1,0,0,0,0,1,"CSS, HTML, JavaScript, PHP, WordPress"
332,332,ML0333,0,0,0,0,2,2,2,2,0,0,0,0,2,"C Programming, CSS, HTML, Java, JavaScript, MySQL"
333,333,ML0334,0,0,0,0,0,0,0,0,0,0,0,0,1,"C++ Programming, Photography, Java, Linux"
334,334,ML0335,1,0,2,0,0,0,0,0,0,0,0,0,2,"Java, Software Testing, Android, Ethical Hacking, Python"
335,335,ML0336,1,0,0,0,0,0,0,0,0,0,0,0,1,"C Programming, Java, Python"
336,336,ML0337,1,0,1,2,0,3,2,0,0,0,0,0,0,"HTML, Android, C Programming, C++ Programming, CSS, Java, PHP, Python"
337,337,ML0338,1,2,1,0,0,0,0,1,0,0,0,0,0,"WordPress, C Programming, Data Analytics, Data Structures, JavaScript, Python, React Native, SQL"
338,338,ML0339,0,0,1,0,0,2,2,0,0,0,0,0,0,"C Programming, CSS, Database Management System (DBMS), HTML, Java, SQL, XML"
339,339,ML0340,0,0,2,0,0,2,0,0,0,0,0,0,0,"HTML, Java, SQL, Software Testing"
340,340,ML0341,1,0,0,0,2,2,2,2,0,0,0,2,1,"CSS, HTML, Java, JavaScript, MySQL, Node.js, ReactJS, Python"
341,341,ML0342,0,0,0,0,1,2,2,1,0,0,0,0,2,"CSS, HTML, Java, C Programming, Firebase, JavaScript, MySQL"
342,342,ML0343,1,0,0,0,0,2,2,0,1,0,0,0,1,"MS-Office, Algorithms, C Programming, C++ Programming, CSS, Data Structures, Database Management System (DBMS), HTML, MS-Excel, MS-PowerPoint, AJAX, Linux, Python"
